Date,Open,High,Low,Close,Volume,Open Interest
2016-04-14,29050.0,29090.0,28715.0,28760.0,10572.0,8980.0
2016-04-15,28825.0,28993.0,28806.0,28959.0,6815.0,9036.0
2016-04-18,29010.0,29170.0,28934.0,28983.0,13670.0,8914.0
2016-04-19,29050.0,29375.0,29050.0,29326.0,9929.0,9283.0
2016-04-20,29324.0,29418.0,29170.0,29317.0,14000.0,9225.0
2016-04-21,29255.0,29756.0,29210.0,29357.0,24228.0,9031.0
2016-04-22,29373.0,29420.0,28986.0,29021.0,15811.0,8568.0
2016-04-25,29092.0,29300.0,29060.0,29262.0,14070.0,8331.0
2016-04-26,29287.0,29287.0,29013.0,29202.0,15437.0,8388.0
2016-04-27,29246.0,29435.0,29246.0,29383.0,15738.0,9035.0
2016-04-28,29350.0,29727.0,29275.0,29686.0,17679.0,9407.0
2016-04-29,29749.0,30375.0,29749.0,30266.0,22987.0,9629.0
2016-05-02,30300.0,30538.0,30240.0,30294.0,16784.0,9592.0
2016-05-03,30285.0,30448.0,30126.0,30224.0,22039.0,9525.0
2016-05-04,30150.0,30314.0,29966.0,29991.0,21523.0,9034.0
2016-05-05,30120.0,30180.0,29860.0,29897.0,18833.0,8535.0
2016-05-06,30120.0,30420.0,30000.0,30378.0,24454.0,8922.0
2016-05-09,30215.0,30215.0,29765.0,29805.0,17865.0,7478.0
2016-05-10,29797.0,29864.0,29607.0,29783.0,14615.0,7298.0
2016-05-11,29901.0,30075.0,29835.0,29935.0,15837.0,7087.0
2016-05-12,29886.0,30095.0,29757.0,29901.0,16824.0,7110.0
2016-05-13,29943.0,30068.0,29750.0,30034.0,16139.0,7398.0
2016-05-16,30064.0,30269.0,29912.0,29977.0,15065.0,7166.0
2016-05-17,29999.0,30140.0,29855.0,30049.0,16054.0,7188.0
2016-05-18,30041.0,30083.0,29911.0,30055.0,13815.0,7031.0
2016-05-19,29917.0,29917.0,29623.0,29797.0,16287.0,6399.0
2016-05-20,29718.0,29870.0,29653.0,29691.0,12846.0,6257.0
2016-05-23,29677.0,29727.0,29570.0,29684.0,10913.0,6026.0
2016-05-24,29687.0,29687.0,29275.0,29300.0,18053.0,5293.0
2016-05-25,29200.0,29214.0,28861.0,28955.0,16821.0,4715.0
2016-06-20,30550.0,30728.0,30340.0,30695.0,18696.0,9467.0
2016-06-21,30600.0,30610.0,30231.0,30296.0,21108.0,8735.0
2016-06-22,30251.0,30272.0,30055.0,30122.0,16852.0,8404.0
2016-06-23,30077.0,30190.0,29852.0,29914.0,23647.0,8608.0
2016-06-24,30020.0,31925.0,30020.0,31401.0,43337.0,9196.0
2016-06-27,31450.0,31740.0,31434.0,31548.0,21499.0,9821.0
2016-06-28,31450.0,31450.0,31161.0,31315.0,22125.0,9455.0
2016-06-29,31350.0,31459.0,31253.0,31315.0,19306.0,9419.0
2016-06-30,31220.0,31290.0,31131.0,31199.0,17845.0,9187.0
2016-07-01,28866.0,29148.0,28856.0,28990.0,14533.0,7458.0
2016-07-04,31600.0,31850.0,31600.0,31783.0,16414.0,10066.0
2016-07-05,31704.0,31974.0,31610.0,31953.0,20946.0,10568.0
2016-07-06,32388.0,32455.0,32068.0,32116.0,11613.0,10629.0
2016-07-07,32140.0,32175.0,31724.0,31881.0,19858.0,10017.0
2016-07-08,31875.0,31895.0,31331.0,31719.0,22620.0,9278.0
2016-07-11,31750.0,31888.0,31541.0,31578.0,11851.0,9045.0
2016-07-12,31608.0,31608.0,30992.0,31039.0,18508.0,8474.0
2016-07-13,31100.0,31320.0,31100.0,31274.0,13543.0,8069.0
2016-07-14,31150.0,31183.0,30726.0,30950.0,23085.0,7371.0
2016-07-15,30900.0,31100.0,30836.0,30977.0,19532.0,7261.0
2016-07-18,30901.0,31140.0,30881.0,31015.0,15802.0,7293.0
2016-07-19,31050.0,31114.0,30941.0,31094.0,13898.0,7506.0
2016-07-20,31065.0,31093.0,30705.0,30737.0,17841.0,6771.0
2016-07-21,30680.0,31045.0,30669.0,31005.0,18266.0,6538.0
2016-07-22,30952.0,30980.0,30780.0,30871.0,12717.0,6438.0
2016-07-25,30782.0,30930.0,30682.0,30907.0,13389.0,6556.0
2016-07-26,30782.0,30930.0,30682.0,30907.0,13389.0,6556.0
2016-07-27,30823.0,31019.0,30786.0,30986.0,13843.0,5835.0
2016-07-28,31149.0,31285.0,30955.0,31031.0,16243.0,5540.0
2016-07-29,31150.0,31598.0,31025.0,31549.0,16743.0,2703.0
2016-08-01,31250.0,31585.0,31250.0,31463.0,17552.0,9757.0
2016-08-02,31496.0,31839.0,31448.0,31775.0,355.0,903.0
2016-08-03,31809.0,31939.0,31592.0,31608.0,161.0,773.0
2016-08-04,31506.0,31675.0,31472.0,31620.0,105.0,683.0
2016-08-05,31804.0,31842.0,31208.0,31228.0,18744.0,10420.0
2016-08-08,31202.0,31215.0,31020.0,31176.0,11018.0,10357.0
2016-08-09,31174.0,31297.0,31062.0,31273.0,15146.0,10631.0
2016-08-10,31324.0,31565.0,31280.0,31393.0,14351.0,10575.0
2016-08-11,31350.0,31492.0,31262.0,31327.0,14369.0,10662.0
2016-08-12,31250.0,31577.0,31131.0,31219.0,19283.0,10598.0
2016-08-16,31250.0,31568.0,31250.0,31467.0,16879.0,10619.0
2016-08-17,31360.0,31415.0,31300.0,31368.0,10598.0,10533.0
2016-08-18,31399.0,31518.0,31355.0,31478.0,11438.0,10608.0
2016-08-19,31411.0,31492.0,31300.0,31404.0,15355.0,10292.0
2016-08-22,31325.0,31395.0,31204.0,31379.0,12483.0,9524.0
2016-08-23,31300.0,31415.0,31263.0,31370.0,13293.0,9520.0
2016-08-24,31290.0,31357.0,31027.0,31046.0,15870.0,9273.0
2016-08-25,31029.0,31054.0,30851.0,30928.0,11481.0,9312.0
2016-08-26,30910.0,31320.0,30891.0,30990.0,17860.0,8912.0
2016-08-29,30940.0,31093.0,30879.0,31075.0,9584.0,8941.0
2016-08-30,31045.0,31049.0,30805.0,30821.0,15470.0,8482.0
2016-08-31,30840.0,30884.0,30670.0,30724.0,12818.0,8774.0
2016-09-01,31501.0,31599.0,31451.0,31562.0,9211.0,10520.0
2016-09-02,30919.0,31065.0,30560.0,30920.0,18975.0,8481.0
2016-09-05,30930.0,31019.0,30922.0,30985.0,1957.0,8452.0
2016-09-06,30995.0,31410.0,30927.0,31378.0,13333.0,8514.0
2016-09-07,31440.0,31466.0,31250.0,31305.0,11165.0,8428.0
2016-09-08,31350.0,31380.0,31153.0,31203.0,10839.0,8384.0
2016-09-09,31245.0,31296.0,31130.0,31217.0,9971.0,8175.0
2016-09-12,31150.0,31206.0,30951.0,31019.0,12817.0,8036.0
2016-09-13,31041.0,31179.0,31017.0,31081.0,7680.0,8030.0
2016-09-14,31030.0,31116.0,31003.0,31038.0,10051.0,7933.0
2016-09-15,31058.0,31178.0,30792.0,30910.0,13907.0,7706.0
2016-09-16,30875.0,30934.0,30800.0,30813.0,9841.0,7492.0
2016-09-19,30932.0,30980.0,30880.0,30903.0,9720.0,7336.0
2016-09-20,30950.0,31050.0,30876.0,30924.0,10481.0,7354.0
2016-09-21,30975.0,31238.0,30841.0,31205.0,13195.0,7271.0
2016-09-22,31250.0,31380.0,31157.0,31332.0,14210.0,7293.0
2016-09-23,31242.0,31350.0,31205.0,31281.0,9679.0,6841.0
2016-09-26,31236.0,31350.0,31211.0,31328.0,8317.0,6828.0
2016-09-27,31271.0,31271.0,30962.0,30978.0,14026.0,6141.0
2016-09-28,30980.0,31039.0,30866.0,30955.0,10463.0,5465.0
2016-09-29,30990.0,31194.0,30975.0,31165.0,12251.0,3677.0
2016-09-30,31100.0,31240.0,30670.0,30742.0,10248.0,1002.0
2016-10-03,30732.0,30828.0,30552.0,30579.0,1042.0,795.0
2016-10-04,30645.0,30714.0,29885.0,29991.0,342.0,212.0
2016-10-05,30089.0,30138.0,29790.0,29916.0,13610.0,8503.0
2016-10-06,29835.0,29949.0,29550.0,29575.0,13034.0,8417.0
2016-10-10,29650.0,29798.0,29630.0,29658.0,8986.0,8254.0
2016-10-12,29692.0,29779.0,29590.0,29651.0,4897.0,8152.0
2016-10-13,29800.0,29885.0,29692.0,29709.0,12695.0,8256.0
2016-10-14,29675.0,29725.0,29460.0,29656.0,14295.0,8235.0
2016-10-17,29673.0,29734.0,29600.0,29705.0,11124.0,7796.0
2016-10-18,29750.0,29840.0,29680.0,29786.0,13186.0,7997.0
2016-10-19,29779.0,29995.0,29757.0,29901.0,11386.0,7766.0
2016-10-20,29990.0,30063.0,29881.0,29910.0,12810.0,7642.0
2016-10-21,29850.0,29975.0,29810.0,29946.0,11753.0,8133.0
2016-10-24,29905.0,29905.0,29730.0,29763.0,16564.0,8027.0
2016-10-25,29842.0,29982.0,29739.0,29942.0,11644.0,7927.0
2016-10-26,29980.0,30000.0,29802.0,29834.0,10704.0,7637.0
2016-10-27,29846.0,29962.0,29831.0,29927.0,8361.0,7287.0
2016-10-28,29989.0,30157.0,29720.0,30082.0,11519.0,7046.0
2016-10-31,30070.0,30070.0,30027.0,30057.0,1321.0,7156.0
2016-11-01,30000.0,30314.0,30000.0,30285.0,8727.0,6969.0
2016-11-02,30350.0,30686.0,30350.0,30666.0,12292.0,7066.0
2016-11-04,30430.0,30624.0,30372.0,30557.0,12350.0,7067.0
2016-11-07,30510.0,30510.0,30005.0,30078.0,12605.0,6891.0
2016-11-08,30100.0,30368.0,29731.0,29880.0,18668.0,6376.0
2016-11-09,30400.0,31376.0,29805.0,29877.0,28849.0,6071.0
2016-11-10,30053.0,30195.0,29771.0,29900.0,14786.0,6168.0
2016-11-11,29830.0,29957.0,29250.0,29396.0,16849.0,6580.0
2016-11-14,29328.0,29698.0,29281.0,29607.0,9251.0,6181.0
2016-11-15,29558.0,29558.0,29223.0,29320.0,11077.0,6293.0
2016-11-16,29371.0,29441.0,29315.0,29383.0,7595.0,6370.0
2016-11-17,29347.0,29390.0,29091.0,29131.0,7920.0,6220.0
2016-11-18,29000.0,29000.0,28800.0,28937.0,9495.0,6064.0
2016-11-21,29024.0,29200.0,28946.0,29135.0,6076.0,5707.0
2016-11-22,29178.0,29224.0,29060.0,29139.0,5622.0,5685.0
2016-11-24,28743.0,28790.0,28630.0,28746.0,6059.0,5370.0
2016-11-25,28553.0,28693.0,28374.0,28598.0,10058.0,5045.0
2016-11-28,28702.0,28872.0,28625.0,28736.0,6551.0,4652.0
2016-11-29,28754.0,28800.0,28582.0,28762.0,6320.0,3370.0
2016-11-30,28740.0,28740.0,28338.0,28385.0,6637.0,842.0
2016-12-01,30000.0,30314.0,30000.0,30285.0,8727.0,6969.0
2016-12-02,30350.0,30686.0,30350.0,30666.0,12292.0,7066.0
2016-12-05,28110.0,28166.0,27772.0,28063.0,8351.0,6259.0
2016-12-06,28002.0,28055.0,27810.0,27827.0,5878.0,6311.0
2016-12-07,27856.0,28025.0,27810.0,27911.0,6893.0,6161.0
2016-12-08,27911.0,27923.0,27750.0,27777.0,6021.0,6172.0
2016-12-09,27750.0,27796.0,27531.0,27576.0,7010.0,6271.0
2016-12-12,27500.0,27682.0,27415.0,27666.0,4572.0,6438.0
2016-12-13,27635.0,27648.0,27475.0,27535.0,5381.0,6393.0
2016-12-14,27594.0,27685.0,27562.0,27587.0,5088.0,6141.0
2016-12-15,27401.0,27401.0,26901.0,27019.0,10612.0,6462.0
2016-12-16,27043.0,27266.0,26972.0,27164.0,8491.0,6213.0
2016-12-19,27190.0,27280.0,27168.0,27260.0,4838.0,6331.0
2016-12-20,27180.0,27194.0,27015.0,27130.0,7324.0,6301.0
2016-12-21,27143.0,27207.0,26972.0,26990.0,7300.0,6504.0
2016-12-22,26980.0,27080.0,26862.0,26968.0,6940.0,6587.0
2016-12-23,26995.0,27042.0,26910.0,26994.0,4072.0,6571.0
2016-12-26,27004.0,27068.0,26916.0,27037.0,1599.0,6635.0
2016-12-27,27120.0,27419.0,27061.0,27170.0,7291.0,6424.0
2016-12-28,27238.0,27347.0,27200.0,27300.0,5063.0,6458.0
2016-12-29,27350.0,27589.0,27320.0,27562.0,6923.0,6586.0
2016-12-30,27591.0,27634.0,27421.0,27445.0,6147.0,6538.0
2017-01-02,27401.0,27600.0,27401.0,27570.0,2511.0,6758.0
2017-01-03,27568.0,27823.0,27450.0,27778.0,10700.0,6746.0
2017-01-04,27685.0,27815.0,27657.0,27682.0,7109.0,6932.0
2017-01-05,27800.0,27978.0,27785.0,27948.0,9428.0,7224.0
2017-01-06,27892.0,27983.0,27825.0,27887.0,7963.0,7148.0
2017-01-09,27915.0,28080.0,27841.0,28051.0,6607.0,7566.0
2017-01-10,28020.0,28260.0,28009.0,28144.0,8340.0,7125.0
2017-01-11,28158.0,28345.0,28082.0,28300.0,10240.0,7024.0
2017-01-12,28350.0,28520.0,28337.0,28393.0,9725.0,7283.0
2017-01-13,28360.0,28440.0,28240.0,28380.0,7982.0,7108.0
2017-01-16,28450.0,28607.0,28450.0,28529.0,5159.0,7039.0
2017-01-17,28580.0,28776.0,28571.0,28738.0,9575.0,7202.0
2017-01-18,28738.0,28825.0,28675.0,28791.0,7071.0,7118.0
2017-01-19,28646.0,28646.0,28460.0,28528.0,8966.0,6751.0
2017-01-20,28649.0,28696.0,28533.0,28625.0,7947.0,6589.0
2017-01-23,28650.0,28857.0,28650.0,28803.0,8907.0,7242.0
2017-01-24,28801.0,28801.0,28700.0,28725.0,6174.0,7171.0
2017-01-25,28650.0,28650.0,28357.0,28385.0,8413.0,6264.0
2017-01-27,28250.0,28383.0,28085.0,28353.0,8505.0,5443.0
2017-01-30,28384.0,28560.0,28336.0,28524.0,7722.0,3782.0
2017-01-31,28570.0,28990.0,28570.0,28942.0,6732.0,1528.0
2017-02-02,29065.0,29257.0,28875.0,28981.0,289.0,204.0
2017-02-03,28832.0,28948.0,28718.0,28909.0,8914.0,7048.0
2017-02-06,28950.0,29220.0,28950.0,29193.0,9829.0,7414.0
2017-02-07,29250.0,29348.0,29180.0,29332.0,10037.0,7227.0
2017-02-08,29311.0,29414.0,29241.0,29330.0,9697.0,6986.0
2017-02-09,29338.0,29388.0,29057.0,29089.0,12996.0,6866.0
2017-02-10,29016.0,29204.0,28925.0,29173.0,9465.0,6411.0
2017-02-13,29120.0,29166.0,28941.0,29021.0,7191.0,6496.0
2017-02-14,29050.0,29173.0,28953.0,29001.0,10296.0,6601.0
2017-02-15,29063.0,29170.0,28872.0,29143.0,10915.0,6600.0
2017-02-16,29195.0,29485.0,29182.0,29416.0,10902.0,6991.0
2017-02-17,29347.0,29449.0,29302.0,29360.0,9013.0,6738.0
2017-02-20,29251.0,29325.0,29195.0,29303.0,5923.0,6519.0
2017-02-21,29202.0,29330.0,29075.0,29301.0,11434.0,6318.0
2017-02-22,29240.0,29345.0,29174.0,29208.0,8987.0,6369.0
2017-02-23,29252.0,29468.0,29215.0,29451.0,10185.0,6887.0
2017-02-24,29550.0,29649.0,29511.0,29623.0,5156.0,6840.0
2017-02-27,29587.0,29785.0,29541.0,29710.0,8173.0,6988.0
2017-02-28,29650.0,29650.0,29500.0,29566.0,8860.0,6614.0
2017-03-01,28747.0,28966.0,28580.0,28682.0,13928.0,6993.0
2017-03-02,29419.0,29422.0,29143.0,29170.0,10543.0,6286.0
2017-03-03,29168.0,29200.0,28952.0,29020.0,10009.0,6130.0
2017-03-06,29100.0,29189.0,28923.0,28945.0,8140.0,5892.0
2017-03-07,28941.0,28949.0,28721.0,28751.0,9603.0,6039.0
2017-03-08,28774.0,28775.0,28581.0,28629.0,9221.0,6124.0
2017-03-09,28550.0,28597.0,28402.0,28446.0,10125.0,6074.0
2017-03-10,28350.0,28464.0,28251.0,28366.0,9449.0,5833.0
2017-03-13,28420.0,28420.0,28210.0,28251.0,3193.0,5709.0
2017-03-14,28250.0,28279.0,28055.0,28076.0,8088.0,5838.0
2017-03-15,28054.0,28054.0,27907.0,27985.0,8240.0,5826.0
2017-03-20,28550.0,28599.0,28490.0,28505.0,6771.0,4618.0
2017-03-21,28450.0,28881.0,28392.0,28851.0,11760.0,4126.0
2017-03-22,28811.0,28929.0,28803.0,28885.0,9947.0,4434.0
2017-03-23,28819.0,28948.0,28750.0,28800.0,9685.0,4087.0
2017-03-24,28763.0,28828.0,28703.0,28793.0,6501.0,4209.0
2017-03-27,28870.0,28938.0,28762.0,28807.0,6512.0,3999.0
2017-03-28,28870.0,28938.0,28762.0,28807.0,6512.0,3999.0
2017-03-29,28799.0,28892.0,28760.0,28848.0,7426.0,3394.0
2017-03-30,28695.0,28720.0,28501.0,28542.0,6604.0,2426.0
2017-03-31,28460.0,28527.0,28420.0,28463.0,4870.0,1271.0
2017-04-03,28420.0,28734.0,28404.0,28702.0,859.0,866.0
2017-04-04,28820.0,28963.0,28816.0,28862.0,273.0,609.0
2017-04-05,29040.0,29040.0,28731.0,28805.0,7841.0,6635.0
2017-04-06,28935.0,28950.0,28701.0,28721.0,8221.0,6754.0
2017-04-07,28884.0,29000.0,28661.0,28684.0,12227.0,6928.0
2017-04-10,28682.0,28800.0,28621.0,28739.0,8037.0,6614.0
2017-04-11,28840.0,29229.0,28765.0,29193.0,12356.0,7282.0
2017-04-12,29216.0,29297.0,29167.0,29229.0,9082.0,7467.0
2017-04-13,29300.0,29433.0,29281.0,29409.0,9277.0,7592.0
2017-04-17,29450.0,29483.0,29370.0,29430.0,9120.0,7164.0
2017-04-18,29401.0,29539.0,29252.0,29514.0,11896.0,7261.0
2017-04-19,29414.0,29414.0,29201.0,29305.0,9084.0,6699.0
2017-04-20,29254.0,29342.0,29203.0,29295.0,8575.0,6784.0
2017-04-21,29273.0,29447.0,29223.0,29418.0,8149.0,6699.0
2017-04-24,29250.0,29250.0,28960.0,29131.0,11019.0,5869.0
2017-04-25,29070.0,29070.0,28765.0,28814.0,10433.0,5872.0
2017-04-26,28753.0,28821.0,28660.0,28719.0,9213.0,5733.0
2017-04-27,28789.0,28817.0,28703.0,28769.0,7698.0,5334.0
2017-04-28,28813.0,28897.0,28790.0,28873.0,6486.0,4958.0
2017-05-02,28620.0,28646.0,28554.0,28582.0,7279.0,5233.0
2017-05-03,28572.0,28597.0,28405.0,28472.0,8518.0,5595.0
2017-05-04,28371.0,28371.0,28020.0,28072.0,11104.0,6246.0
2017-05-05,28140.0,28250.0,28055.0,28072.0,9842.0,6374.0
2017-05-08,28118.0,28237.0,28071.0,28091.0,7866.0,6310.0
2017-05-09,28141.0,28174.0,27951.0,27971.0,10876.0,6684.0
2017-05-10,28086.0,28145.0,27970.0,27996.0,7397.0,6760.0
2017-05-11,27984.0,28093.0,27932.0,28004.0,8896.0,6593.0
2017-05-12,28008.0,28129.0,27972.0,28005.0,7929.0,6804.0
2017-05-15,28024.0,28142.0,27982.0,27992.0,9566.0,6652.0
2017-05-16,28020.0,28135.0,28020.0,28094.0,7840.0,6119.0
2017-05-17,28150.0,28645.0,28150.0,28619.0,12481.0,4898.0
2017-05-18,28650.0,29004.0,28567.0,28705.0,17262.0,4180.0
2017-05-19,28647.0,28785.0,28530.0,28635.0,9633.0,4077.0
2017-05-22,28593.0,28800.0,28564.0,28785.0,8151.0,4054.0
2017-05-23,28850.0,28935.0,28755.0,28811.0,10161.0,3994.0
2017-05-24,28750.0,28760.0,28645.0,28713.0,8034.0,3965.0
2017-05-25,28750.0,28765.0,28630.0,28661.0,7815.0,3734.0
2017-05-26,28715.0,28904.0,28705.0,28888.0,8625.0,3417.0
2017-05-29,28870.0,28941.0,28832.0,28900.0,4762.0,3013.0
2017-05-30,28949.0,28986.0,28712.0,28741.0,8652.0,2254.0
2017-05-31,28705.0,28880.0,28643.0,28843.0,5622.0,911.0
2017-06-01,28777.0,28894.0,28636.0,28653.0,5318.0,5069.0
2017-06-02,28629.0,28905.0,28600.0,28871.0,113.0,55.0
2017-06-05,29204.0,29299.0,29172.0,29217.0,6860.0,4623.0
2017-06-06,29280.0,29585.0,29280.0,29567.0,10746.0,5562.0
2017-06-07,29524.0,29544.0,29388.0,29440.0,9480.0,5413.0
2017-06-08,29350.0,29405.0,29020.0,29131.0,11496.0,4700.0
2017-06-09,29101.0,29101.0,28905.0,29019.0,9190.0,4611.0
2017-06-12,28951.0,29049.0,28930.0,28993.0,8848.0,4615.0
2017-06-13,28987.0,28991.0,28810.0,28944.0,8361.0,4418.0
2017-06-14,29050.0,29087.0,28880.0,29030.0,9733.0,4543.0
2017-06-15,28950.0,28950.0,28705.0,28768.0,10430.0,4566.0
2017-06-16,28770.0,28799.0,28675.0,28690.0,6661.0,4679.0
2017-06-19,28650.0,28650.0,28526.0,28542.0,7623.0,4818.0
2017-06-20,28533.0,28599.0,28487.0,28526.0,8385.0,5078.0
2017-06-21,28590.0,28634.0,28448.0,28577.0,8442.0,5070.0
2017-06-22,28645.0,28749.0,28620.0,28629.0,7354.0,4743.0
2017-06-23,28683.0,28820.0,28680.0,28734.0,7126.0,4822.0
2017-06-26,28450.0,28527.0,28350.0,28510.0,5242.0,4987.0
2017-06-27,28480.0,28648.0,28473.0,28553.0,9563.0,5452.0
2017-06-28,28610.0,28725.0,28508.0,28567.0,9939.0,5721.0
2017-06-29,28623.0,28629.0,28431.0,28608.0,10696.0,6005.0
2017-06-30,28609.0,28609.0,28405.0,28439.0,9164.0,5891.0
2017-07-03,28421.0,28421.0,28067.0,28086.0,13165.0,6225.0
2017-07-04,28073.0,28213.0,28073.0,28115.0,7973.0,6270.0
2017-07-05,28170.0,28191.0,28005.0,28107.0,11925.0,6353.0
2017-07-06,28170.0,28188.0,28092.0,28116.0,8584.0,6306.0
2017-07-07,28050.0,28118.0,27724.0,27784.0,13698.0,6833.0
2017-07-10,27732.0,27820.0,27603.0,27794.0,11049.0,6583.0
2017-07-11,27742.0,27870.0,27678.0,27834.0,8992.0,6911.0
2017-07-12,27915.0,27977.0,27802.0,27851.0,9286.0,6812.0
2017-07-13,27950.0,27957.0,27812.0,27837.0,7667.0,6732.0
2017-07-14,27823.0,28073.0,27771.0,27996.0,10353.0,6465.0
2017-07-17,28050.0,28143.0,28025.0,28120.0,8854.0,6716.0
2017-07-18,28138.0,28285.0,28125.0,28253.0,8883.0,6227.0
2017-07-19,28255.0,28260.0,28121.0,28250.0,8182.0,6006.0
2017-07-20,28217.0,28380.0,28131.0,28331.0,10717.0,5951.0
2017-07-21,28327.0,28559.0,28283.0,28541.0,7654.0,5965.0
2017-07-24,28563.0,28610.0,28500.0,28516.0,7133.0,5867.0
2017-07-25,28538.0,28579.0,28392.0,28478.0,9356.0,5494.0
2017-07-26,28400.0,28403.0,28304.0,28384.0,7807.0,5294.0
